County,District,testAdministration,Subject,GradeLevel,StudentGroup,countMetStandardIncludingPP,PercentMetStandardIncludingPP
Douglas County,Mansfield School District,SBA,ELA,5,All,7,63.6
Douglas County,Mansfield School District,SBA,ELA,6,All,,
Douglas County,Mansfield School District,SBA,ELA,7,All,,
Douglas County,Mansfield School District,SBA,ELA,8,All,,
Douglas County,Mansfield School District,SBA,ELA,11,All,,
Douglas County,Mansfield School District,SBA,MATH,3,All,,
Douglas County,Mansfield School District,SBA,MATH,4,All,,
Douglas County,Mansfield School District,SBA,MATH,5,All,3,27.2
Douglas County,Mansfield School District,SBA,MATH,6,All,,
Douglas County,Mansfield School District,SBA,MATH,7,All,,
Douglas County,Mansfield School District,SBA,MATH,8,All,,
Douglas County,Mansfield School District,SBA,MATH,11,All,,
Douglas County,Mansfield School District,EOC,Biology,10,All,9,75
Douglas County,Mansfield School District,MSP,Science,5,All,5,45.4
Douglas County,Mansfield School District,MSP,Science,8,All,,
Chelan County,Manson School District,SBA,ELA,3,All,14,22.9
Chelan County,Manson School District,SBA,ELA,4,All,13,27.6
Chelan County,Manson School District,SBA,ELA,5,All,19,35.8
Chelan County,Manson School District,SBA,ELA,6,All,12,25
Chelan County,Manson School District,SBA,ELA,7,All,18,39.1
Chelan County,Manson School District,SBA,ELA,8,All,20,36.3
Chelan County,Manson School District,SBA,ELA,11,All,27,64.2
Chelan County,Manson School District,SBA,MATH,3,All,26,42.6
Chelan County,Manson School District,SBA,MATH,4,All,10,21.2
Chelan County,Manson School District,SBA,MATH,5,All,12,22.6
Chelan County,Manson School District,SBA,MATH,6,All,9,18.7
Chelan County,Manson School District,SBA,MATH,7,All,12,26
Chelan County,Manson School District,SBA,MATH,8,All,9,16.3
Chelan County,Manson School District,SBA,MATH,11,All,9,21.4
Chelan County,Manson School District,AIM,ELA,6,All,,
Chelan County,Manson School District,AIM,Math,6,All,,
Chelan County,Manson School District,EOC,Biology,10,All,35,79.5
Chelan County,Manson School District,MSP,Science,5,All,26,49
Chelan County,Manson School District,MSP,Science,8,All,22,40
Mason County,Mary M Knight School District,SBA,ELA,3,All,2,13.3
Mason County,Mary M Knight School District,SBA,ELA,4,All,4,33.3
Mason County,Mary M Knight School District,SBA,ELA,5,All,5,50
Mason County,Mary M Knight School District,SBA,ELA,6,All,6,40
Mason County,Mary M Knight School District,SBA,ELA,7,All,6,54.5
Mason County,Mary M Knight School District,SBA,ELA,8,All,7,41.1
Mason County,Mary M Knight School District,SBA,ELA,11,All,,
Mason County,Mary M Knight School District,SBA,MATH,3,All,1,6.6
Mason County,Mary M Knight School District,SBA,MATH,4,All,3,25
Mason County,Mary M Knight School District,SBA,MATH,5,All,3,30
Mason County,Mary M Knight School District,SBA,MATH,6,All,3,20
Mason County,Mary M Knight School District,SBA,MATH,7,All,,
Mason County,Mary M Knight School District,SBA,MATH,8,All,3,17.6
Mason County,Mary M Knight School District,SBA,MATH,11,All,2,16.6
Mason County,Mary M Knight School District,EOC,Biology,10,All,,
Mason County,Mary M Knight School District,MSP,Science,5,All,5,50
Mason County,Mary M Knight School District,MSP,Science,8,All,5,29.4
Stevens County,Mary Walker School District,SBA,ELA,3,All,10,35.7
Stevens County,Mary Walker School District,SBA,ELA,4,All,12,27.2
Stevens County,Mary Walker School District,SBA,ELA,5,All,10,31.2
Stevens County,Mary Walker School District,SBA,ELA,6,All,8,29.6
Stevens County,Mary Walker School District,SBA,ELA,7,All,16,45.7
Stevens County,Mary Walker School District,SBA,ELA,8,All,23,62.1
Stevens County,Mary Walker School District,SBA,ELA,11,All,18,50
Stevens County,Mary Walker School District,SBA,MATH,3,All,18,62
Stevens County,Mary Walker School District,SBA,MATH,4,All,6,13.6
Stevens County,Mary Walker School District,SBA,MATH,5,All,5,15.6
Stevens County,Mary Walker School District,SBA,MATH,6,All,5,18.5
Stevens County,Mary Walker School District,SBA,MATH,7,All,12,34.2
Stevens County,Mary Walker School District,SBA,MATH,8,All,11,31.4
Stevens County,Mary Walker School District,SBA,MATH,11,All,4,11.4
Stevens County,Mary Walker School District,AIM,ELA,11,All,,
Stevens County,Mary Walker School District,AIM,Math,11,All,,
Stevens County,Mary Walker School District,EOC,Biology,10,All,28,65.1
Stevens County,Mary Walker School District,MSP,Science,5,All,12,37.5
Stevens County,Mary Walker School District,MSP,Science,8,All,19,52.7
Snohomish County,Marysville School District,SBA,ELA,3,All,452,47.7
Snohomish County,Marysville School District,SBA,ELA,4,All,422,48.1
Snohomish County,Marysville School District,SBA,ELA,5,All,377,46.6
Snohomish County,Marysville School District,SBA,ELA,6,All,316,40.4
Snohomish County,Marysville School District,SBA,ELA,7,All,331,44.6
Snohomish County,Marysville School District,SBA,ELA,8,All,402,51.2
Snohomish County,Marysville School District,SBA,ELA,11,All,557,66.4
Snohomish County,Marysville School District,SBA,MATH,3,All,466,49.1
Snohomish County,Marysville School District,SBA,MATH,4,All,391,44.5
Snohomish County,Marysville School District,SBA,MATH,5,All,283,35
Snohomish County,Marysville School District,SBA,MATH,6,All,250,32.1
Snohomish County,Marysville School District,SBA,MATH,7,All,218,29.4
Snohomish County,Marysville School District,SBA,MATH,8,All,222,28.3
Snohomish County,Marysville School District,SBA,MATH,11,All,210,25.2
Snohomish County,Marysville School District,AIM,ELA,3,All,,
Snohomish County,Marysville School District,AIM,ELA,4,All,6,42.8
Snohomish County,Marysville School District,AIM,ELA,5,All,,
Snohomish County,Marysville School District,AIM,ELA,6,All,,
Snohomish County,Marysville School District,AIM,ELA,7,All,14,93.3
Snohomish County,Marysville School District,AIM,ELA,8,All,,
Snohomish County,Marysville School District,AIM,ELA,11,All,,
Snohomish County,Marysville School District,AIM,Math,3,All,,
Snohomish County,Marysville School District,AIM,Math,4,All,5,35.7
Snohomish County,Marysville School District,AIM,Math,5,All,,
Snohomish County,Marysville School District,AIM,Math,6,All,,
Snohomish County,Marysville School District,AIM,Math,7,All,13,86.6
Snohomish County,Marysville School District,AIM,Math,8,All,,
Snohomish County,Marysville School District,AIM,Math,11,All,,
Snohomish County,Marysville School District,AIM,Science,5,All,,
Snohomish County,Marysville School District,AIM,Science,8,All,,
Snohomish County,Marysville School District,EOC,Biology,10,All,526,61.9
Snohomish County,Marysville School District,MSP,Science,5,All,428,52.9
Snohomish County,Marysville School District,MSP,Science,8,All,449,56.9
Grays Harbor County,McCleary School District,SBA,ELA,3,All,16,48.4
Grays Harbor County,McCleary School District,SBA,ELA,4,All,14,48.2
Grays Harbor County,McCleary School District,SBA,ELA,5,All,25,69.4
Grays Harbor County,McCleary School District,SBA,ELA,6,All,10,28.5
Grays Harbor County,McCleary School District,SBA,ELA,7,All,18,60
Grays Harbor County,McCleary School District,SBA,ELA,8,All,13,43.3
Grays Harbor County,McCleary School District,SBA,MATH,3,All,18,54.5
Grays Harbor County,McCleary School District,SBA,MATH,4,All,12,41.3
Grays Harbor County,McCleary School District,SBA,MATH,5,All,17,47.2
Grays Harbor County,McCleary School District,SBA,MATH,6,All,6,17.1
Grays Harbor County,McCleary School District,SBA,MATH,7,All,8,26.6
Grays Harbor County,McCleary School District,SBA,MATH,8,All,6,20
Grays Harbor County,McCleary School District,AIM,ELA,3,All,,
Grays Harbor County,McCleary School District,AIM,ELA,4,All,,
Grays Harbor County,McCleary School District,AIM,ELA,5,All,,
Grays Harbor County,McCleary School District,AIM,Math,3,All,,
Grays Harbor County,McCleary School District,AIM,Math,4,All,,
Grays Harbor County,McCleary School District,AIM,Math,5,All,,
Grays Harbor County,McCleary School District,MSP,Science,5,All,26,74.2
Grays Harbor County,McCleary School District,MSP,Science,8,All,18,60
Spokane County,Mead School District,SBA,ELA,3,All,413,61.7
Spokane County,Mead School District,SBA,ELA,4,All,504,68.9
Spokane County,Mead School District,SBA,ELA,5,All,554,74.4
Spokane County,Mead School District,SBA,ELA,6,All,544,72.9
Spokane County,Mead School District,SBA,ELA,7,All,548,71.5
Spokane County,Mead School District,SBA,ELA,8,All,581,71.2
Spokane County,Mead School District,SBA,ELA,11,All,707,80.6
Spokane County,Mead School District,SBA,MATH,3,All,464,69.3
Spokane County,Mead School District,SBA,MATH,4,All,503,68.8
Spokane County,Mead School District,SBA,MATH,5,All,492,65.9
Spokane County,Mead School District,SBA,MATH,6,All,492,65.9
Spokane County,Mead School District,SBA,MATH,7,All,502,65.4
Spokane County,Mead School District,SBA,MATH,8,All,552,67.7
Spokane County,Mead School District,SBA,MATH,11,All,403,46.2
Spokane County,Mead School District,AIM,ELA,3,All,9,81.8
Spokane County,Mead School District,AIM,ELA,4,All,,
Spokane County,Mead School District,AIM,ELA,5,All,6,60
Spokane County,Mead School District,AIM,ELA,6,All,,
Spokane County,Mead School District,AIM,ELA,7,All,,
Spokane County,Mead School District,AIM,ELA,8,All,,
Spokane County,Mead School District,AIM,ELA,11,All,,
Spokane County,Mead School District,AIM,Math,3,All,5,45.4
Spokane County,Mead School District,AIM,Math,4,All,,
Spokane County,Mead School District,AIM,Math,5,All,7,70
Spokane County,Mead School District,AIM,Math,6,All,,
Spokane County,Mead School District,AIM,Math,7,All,,
Spokane County,Mead School District,AIM,Math,8,All,,
Spokane County,Mead School District,AIM,Math,11,All,,
Spokane County,Mead School District,AIM,Science,5,All,7,70
Spokane County,Mead School District,AIM,Science,8,All,,
Spokane County,Mead School District,EOC,Biology,10,All,770,87.8
Spokane County,Mead School District,MSP,Science,5,All,589,79
Spokane County,Mead School District,MSP,Science,8,All,634,77.7
Spokane County,Medical Lake School District,SBA,ELA,3,All,89,61.3
Spokane County,Medical Lake School District,SBA,ELA,4,All,84,57.1
Spokane County,Medical Lake School District,SBA,ELA,5,All,102,73.3
Spokane County,Medical Lake School District,SBA,ELA,6,All,84,64.6
Spokane County,Medical Lake School District,SBA,ELA,7,All,86,74.1
Spokane County,Medical Lake School District,SBA,ELA,8,All,96,73.8
Spokane County,Medical Lake School District,SBA,ELA,11,All,101,75.3
Spokane County,Medical Lake School District,SBA,MATH,3,All,96,66.2
Spokane County,Medical Lake School District,SBA,MATH,4,All,70,47.6
Spokane County,Medical Lake School District,SBA,MATH,5,All,81,58.2
Spokane County,Medical Lake School District,SBA,MATH,6,All,74,56.9
Spokane County,Medical Lake School District,SBA,MATH,7,All,65,56
Spokane County,Medical Lake School District,SBA,MATH,8,All,74,56.9
Spokane County,Medical Lake School District,SBA,MATH,11,All,64,48.4
Spokane County,Medical Lake School District,AIM,ELA,5,All,,
Spokane County,Medical Lake School District,AIM,ELA,6,All,,
Spokane County,Medical Lake School District,AIM,ELA,7,All,,
Spokane County,Medical Lake School District,AIM,Math,5,All,,
Spokane County,Medical Lake School District,AIM,Math,6,All,,
Spokane County,Medical Lake School District,AIM,Math,7,All,,
Spokane County,Medical Lake School District,AIM,Science,5,All,,
Spokane County,Medical Lake School District,EOC,Biology,10,All,118,85.5
Spokane County,Medical Lake School District,MSP,Science,5,All,119,85.6
Spokane County,Medical Lake School District,MSP,Science,8,All,99,76.1
King County,Mercer Island School District,SBA,ELA,3,All,268,81.7
King County,Mercer Island School District,SBA,ELA,4,All,303,85.3
King County,Mercer Island School District,SBA,ELA,5,All,321,90.1
King County,Mercer Island School District,SBA,ELA,6,All,294,80.9
King County,Mercer Island School District,SBA,ELA,7,All,349,86.8
King County,Mercer Island School District,SBA,ELA,8,All,292,80
King County,Mercer Island School District,SBA,ELA,11,All,344,94.2
King County,Mercer Island School District,SBA,MATH,3,All,269,82
King County,Mercer Island School District,SBA,MATH,4,All,302,83.8
King County,Mercer Island School District,SBA,MATH,5,All,297,83.8
King County,Mercer Island School District,SBA,MATH,6,All,278,76.3
King County,Mercer Island School District,SBA,MATH,7,All,315,78.1
King County,Mercer Island School District,SBA,MATH,8,All,296,81
King County,Mercer Island School District,SBA,MATH,11,All,77,21
King County,Mercer Island School District,AIM,ELA,3,All,,
King County,Mercer Island School District,AIM,ELA,4,All,,
King County,Mercer Island School District,AIM,ELA,5,All,,
King County,Mercer Island School District,AIM,ELA,6,All,,
King County,Mercer Island School District,AIM,ELA,7,All,,
King County,Mercer Island School District,AIM,ELA,8,All,,
King County,Mercer Island School District,AIM,ELA,11,All,,
King County,Mercer Island School District,AIM,Math,3,All,,
King County,Mercer Island School District,AIM,Math,4,All,,
King County,Mercer Island School District,AIM,Math,5,All,,
King County,Mercer Island School District,AIM,Math,6,All,,
King County,Mercer Island School District,AIM,Math,8,All,,
King County,Mercer Island School District,AIM,Math,11,All,,
King County,Mercer Island School District,AIM,Science,5,All,,
King County,Mercer Island School District,AIM,Science,8,All,,
King County,Mercer Island School District,EOC,Biology,10,All,369,92.4
King County,Mercer Island School District,MSP,Science,5,All,327,92.3
King County,Mercer Island School District,MSP,Science,8,All,339,92.8
Whatcom County,Meridian School District,SBA,ELA,3,All,48,42.1
Whatcom County,Meridian School District,SBA,ELA,4,All,58,54.7
Whatcom County,Meridian School District,SBA,ELA,5,All,42,43.2
Whatcom County,Meridian School District,SBA,ELA,6,All,45,45
Whatcom County,Meridian School District,SBA,ELA,7,All,33,39.2
Whatcom County,Meridian School District,SBA,ELA,8,All,38,43.1
Whatcom County,Meridian School District,SBA,ELA,11,All,95,69.8
Whatcom County,Meridian School District,SBA,MATH,3,All,41,35.9
Whatcom County,Meridian School District,SBA,MATH,4,All,54,50.4
Whatcom County,Meridian School District,SBA,MATH,5,All,25,26
Whatcom County,Meridian School District,SBA,MATH,6,All,59,60.2
Whatcom County,Meridian School District,SBA,MATH,7,All,44,52.3
Whatcom County,Meridian School District,SBA,MATH,8,All,36,40.9
Whatcom County,Meridian School District,SBA,MATH,11,All,32,24.2
Whatcom County,Meridian School District,AIM,Math,11,All,,
Whatcom County,Meridian School District,EOC,Biology,10,All,107,79.8
Whatcom County,Meridian School District,MSP,Science,5,All,48,50
Whatcom County,Meridian School District,MSP,Science,8,All,51,57.9
Okanogan County,Methow Valley School District,SBA,ELA,3,All,22,52.3
Okanogan County,Methow Valley School District,SBA,ELA,4,All,27,61.3
Okanogan County,Methow Valley School District,SBA,ELA,5,All,26,61.9
Okanogan County,Methow Valley School District,SBA,ELA,6,All,33,57.8
Okanogan County,Methow Valley School District,SBA,ELA,7,All,43,81.1
Okanogan County,Methow Valley School District,SBA,ELA,8,All,33,73.3
Okanogan County,Methow Valley School District,SBA,ELA,11,All,,
Okanogan County,Methow Valley School District,SBA,MATH,3,All,23,54.7
Okanogan County,Methow Valley School District,SBA,MATH,4,All,24,54.5
Okanogan County,Methow Valley School District,SBA,MATH,5,All,22,52.3
Okanogan County,Methow Valley School District,SBA,MATH,6,All,17,29.8
Okanogan County,Methow Valley School District,SBA,MATH,7,All,25,47.1
Okanogan County,Methow Valley School District,SBA,MATH,8,All,20,44.4
Okanogan County,Methow Valley School District,SBA,MATH,11,All,19,41.3
Okanogan County,Methow Valley School District,AIM,ELA,3,All,,
Okanogan County,Methow Valley School District,AIM,Math,3,All,,
Okanogan County,Methow Valley School District,EOC,Biology,10,All,,
Okanogan County,Methow Valley School District,MSP,Science,5,All,25,59.5
Okanogan County,Methow Valley School District,MSP,Science,8,All,28,62.2
Skamania County,Mill A School District,SBA,ELA,4,All,,
Skamania County,Mill A School District,SBA,ELA,5,All,,
Skamania County,Mill A School District,SBA,ELA,6,All,,
Skamania County,Mill A School District,SBA,ELA,7,All,,
Skamania County,Mill A School District,SBA,ELA,8,All,,
Skamania County,Mill A School District,SBA,MATH,4,All,,
Skamania County,Mill A School District,SBA,MATH,5,All,,
Skamania County,Mill A School District,SBA,MATH,6,All,,
Skamania County,Mill A School District,SBA,MATH,7,All,,
Skamania County,Mill A School District,SBA,MATH,8,All,,
Skamania County,Mill A School District,MSP,Science,5,All,,
Skamania County,Mill A School District,MSP,Science,8,All,,
Snohomish County,Monroe School District,SBA,ELA,3,All,202,47.9
Snohomish County,Monroe School District,SBA,ELA,4,All,233,54.3
Snohomish County,Monroe School District,SBA,ELA,5,All,247,61.1
Snohomish County,Monroe School District,SBA,ELA,6,All,225,57.5
Snohomish County,Monroe School District,SBA,ELA,7,All,217,54.5
Snohomish County,Monroe School District,SBA,ELA,8,All,217,51.3
Snohomish County,Monroe School District,SBA,ELA,11,All,319,71.6
Snohomish County,Monroe School District,SBA,MATH,3,All,215,51.1
Snohomish County,Monroe School District,SBA,MATH,4,All,177,41.2
Snohomish County,Monroe School District,SBA,MATH,5,All,173,42.8
Snohomish County,Monroe School District,SBA,MATH,6,All,197,50.3
Snohomish County,Monroe School District,SBA,MATH,7,All,201,50.2
Snohomish County,Monroe School District,SBA,MATH,8,All,190,44.8
Snohomish County,Monroe School District,SBA,MATH,11,All,,
Snohomish County,Monroe School District,AIM,ELA,3,All,,
Snohomish County,Monroe School District,AIM,ELA,4,All,,
Snohomish County,Monroe School District,AIM,ELA,5,All,,
Snohomish County,Monroe School District,AIM,ELA,6,All,,
Snohomish County,Monroe School District,AIM,ELA,7,All,,
Snohomish County,Monroe School District,AIM,ELA,8,All,,
Snohomish County,Monroe School District,AIM,ELA,11,All,,
Snohomish County,Monroe School District,AIM,Math,3,All,,
Snohomish County,Monroe School District,AIM,Math,4,All,,
Snohomish County,Monroe School District,AIM,Math,5,All,,
Snohomish County,Monroe School District,AIM,Math,6,All,,
Snohomish County,Monroe School District,AIM,Math,7,All,,
Snohomish County,Monroe School District,AIM,Math,8,All,,
Snohomish County,Monroe School District,AIM,Math,11,All,,
Snohomish County,Monroe School District,AIM,Science,5,All,,
Snohomish County,Monroe School District,AIM,Science,8,All,,
Snohomish County,Monroe School District,EOC,Biology,10,All,326,77.8
Snohomish County,Monroe School District,MSP,Science,5,All,285,70.5
Snohomish County,Monroe School District,MSP,Science,8,All,312,73.7
Grays Harbor County,Montesano School District,SBA,ELA,3,All,61,62.2
Grays Harbor County,Montesano School District,SBA,ELA,4,All,68,58.6
Grays Harbor County,Montesano School District,SBA,ELA,5,All,59,71.9
Grays Harbor County,Montesano School District,SBA,ELA,6,All,60,53
Grays Harbor County,Montesano School District,SBA,ELA,7,All,57,54.8
Grays Harbor County,Montesano School District,SBA,ELA,8,All,73,63.4
Grays Harbor County,Montesano School District,SBA,ELA,11,All,88,72.1
Grays Harbor County,Montesano School District,SBA,MATH,3,All,75,76.5
Grays Harbor County,Montesano School District,SBA,MATH,4,All,71,61.2
Grays Harbor County,Montesano School District,SBA,MATH,5,All,53,64.6
Grays Harbor County,Montesano School District,SBA,MATH,6,All,50,44.2
Grays Harbor County,Montesano School District,SBA,MATH,7,All,46,44.2
Grays Harbor County,Montesano School District,SBA,MATH,8,All,71,61.7
Grays Harbor County,Montesano School District,SBA,MATH,11,All,,
Grays Harbor County,Montesano School District,AIM,ELA,3,All,,
Grays Harbor County,Montesano School District,AIM,ELA,4,All,,
Grays Harbor County,Montesano School District,AIM,ELA,5,All,,
Grays Harbor County,Montesano School District,AIM,ELA,7,All,,
Grays Harbor County,Montesano School District,AIM,ELA,8,All,,
Grays Harbor County,Montesano School District,AIM,ELA,11,All,,
Grays Harbor County,Montesano School District,AIM,Math,3,All,,
Grays Harbor County,Montesano School District,AIM,Math,4,All,,
Grays Harbor County,Montesano School District,AIM,Math,5,All,,
Grays Harbor County,Montesano School District,AIM,Math,7,All,,
Grays Harbor County,Montesano School District,AIM,Math,8,All,,
Grays Harbor County,Montesano School District,AIM,Math,11,All,,
Grays Harbor County,Montesano School District,AIM,Science,5,All,,
Grays Harbor County,Montesano School District,AIM,Science,8,All,,
Grays Harbor County,Montesano School District,EOC,Biology,10,All,57,71.2
Grays Harbor County,Montesano School District,MSP,Science,5,All,61,74.3
Grays Harbor County,Montesano School District,MSP,Science,8,All,64,55.6
Lewis County,Morton School District,SBA,ELA,3,All,11,57.8
Lewis County,Morton School District,SBA,ELA,4,All,13,56.5
Lewis County,Morton School District,SBA,ELA,5,All,14,60.8
Lewis County,Morton School District,SBA,ELA,6,All,11,39.2
Lewis County,Morton School District,SBA,ELA,7,All,14,56
Lewis County,Morton School District,SBA,ELA,8,All,13,48.1
Lewis County,Morton School District,SBA,ELA,11,All,,
Lewis County,Morton School District,SBA,MATH,3,All,11,57.8
Lewis County,Morton School District,SBA,MATH,4,All,13,56.5
Lewis County,Morton School District,SBA,MATH,5,All,8,34.7
Lewis County,Morton School District,SBA,MATH,6,All,12,42.8
Lewis County,Morton School District,SBA,MATH,7,All,7,28
Lewis County,Morton School District,SBA,MATH,8,All,4,14.8
Lewis County,Morton School District,SBA,MATH,11,All,1,5.5
Lewis County,Morton School District,AIM,ELA,4,All,,
Lewis County,Morton School District,AIM,ELA,5,All,,
Lewis County,Morton School District,AIM,ELA,6,All,,
Lewis County,Morton School District,AIM,Math,4,All,,
Lewis County,Morton School District,AIM,Math,5,All,,
Lewis County,Morton School District,AIM,Math,6,All,,
Lewis County,Morton School District,AIM,Science,5,All,,
Lewis County,Morton School District,EOC,Biology,10,All,18,72
Lewis County,Morton School District,MSP,Science,5,All,14,60.8
Lewis County,Morton School District,MSP,Science,8,All,12,44.4
Grant County,Moses Lake School District,SBA,ELA,3,All,294,42.6
Grant County,Moses Lake School District,SBA,ELA,4,All,272,41.5
Grant County,Moses Lake School District,SBA,ELA,5,All,291,44.4
Grant County,Moses Lake School District,SBA,ELA,6,All,250,38.2
Grant County,Moses Lake School District,SBA,ELA,7,All,304,50.6
Grant County,Moses Lake School District,SBA,ELA,8,All,258,42.8
Grant County,Moses Lake School District,SBA,ELA,11,All,366,66.6
Grant County,Moses Lake School District,SBA,MATH,3,All,340,48.9
Grant County,Moses Lake School District,SBA,MATH,4,All,263,40.2
Grant County,Moses Lake School District,SBA,MATH,5,All,235,35.8
Grant County,Moses Lake School District,SBA,MATH,6,All,144,21.9
Grant County,Moses Lake School District,SBA,MATH,7,All,237,39.5
Grant County,Moses Lake School District,SBA,MATH,8,All,174,28.6
Grant County,Moses Lake School District,SBA,MATH,11,All,149,27
Grant County,Moses Lake School District,AIM,ELA,3,All,10,71.4
Grant County,Moses Lake School District,AIM,ELA,4,All,,
Grant County,Moses Lake School District,AIM,ELA,5,All,5,41.6
Grant County,Moses Lake School District,AIM,ELA,6,All,5,50
Grant County,Moses Lake School District,AIM,ELA,7,All,,
Grant County,Moses Lake School District,AIM,ELA,8,All,6,42.8
Grant County,Moses Lake School District,AIM,ELA,11,All,,
Grant County,Moses Lake School District,AIM,Math,3,All,9,64.2
Grant County,Moses Lake School District,AIM,Math,4,All,,
Grant County,Moses Lake School District,AIM,Math,5,All,8,66.6
Grant County,Moses Lake School District,AIM,Math,6,All,5,50
Grant County,Moses Lake School District,AIM,Math,7,All,,
Grant County,Moses Lake School District,AIM,Math,8,All,5,35.7
Grant County,Moses Lake School District,AIM,Math,11,All,,
Grant County,Moses Lake School District,AIM,Science,5,All,10,83.3
Grant County,Moses Lake School District,AIM,Science,8,All,9,64.2
Grant County,Moses Lake School District,EOC,Biology,10,All,329,61.1
Grant County,Moses Lake School District,MSP,Science,5,All,315,47.9
Grant County,Moses Lake School District,MSP,Science,8,All,313,51.8
Lewis County,Mossyrock School District,SBA,ELA,3,All,14,35.8
Lewis County,Mossyrock School District,SBA,ELA,4,All,18,45
Lewis County,Mossyrock School District,SBA,ELA,5,All,19,39.5
Lewis County,Mossyrock School District,SBA,ELA,6,All,16,41
Lewis County,Mossyrock School District,SBA,ELA,7,All,19,48.7
Lewis County,Mossyrock School District,SBA,ELA,8,All,18,62
Lewis County,Mossyrock School District,SBA,ELA,11,All,20,60.6
Lewis County,Mossyrock School District,SBA,MATH,3,All,22,56.4
Lewis County,Mossyrock School District,SBA,MATH,4,All,17,42.5
Lewis County,Mossyrock School District,SBA,MATH,5,All,12,25
Lewis County,Mossyrock School District,SBA,MATH,6,All,15,37.5
Lewis County,Mossyrock School District,SBA,MATH,7,All,12,30.7
Lewis County,Mossyrock School District,SBA,MATH,8,All,11,37.9
Lewis County,Mossyrock School District,SBA,MATH,11,All,17,51.5
Lewis County,Mossyrock School District,AIM,ELA,3,All,,
Lewis County,Mossyrock School District,AIM,ELA,4,All,,
Lewis County,Mossyrock School District,AIM,ELA,5,All,,
Lewis County,Mossyrock School District,AIM,ELA,7,All,,
Lewis County,Mossyrock School District,AIM,Math,3,All,,
Lewis County,Mossyrock School District,AIM,Math,4,All,,
Lewis County,Mossyrock School District,AIM,Math,5,All,,
Lewis County,Mossyrock School District,AIM,Math,7,All,,
Lewis County,Mossyrock School District,AIM,Science,5,All,,
Lewis County,Mossyrock School District,EOC,Biology,10,All,26,59
Lewis County,Mossyrock School District,MSP,Science,5,All,32,66.6
Lewis County,Mossyrock School District,MSP,Science,8,All,20,68.9
Yakima County,Mount Adams School District,SBA,ELA,3,All,14,16.8
Yakima County,Mount Adams School District,SBA,ELA,4,All,14,18.6
Yakima County,Mount Adams School District,SBA,ELA,5,All,15,18.7
Yakima County,Mount Adams School District,SBA,ELA,6,All,11,15
Yakima County,Mount Adams School District,SBA,ELA,7,All,12,17.1
Yakima County,Mount Adams School District,SBA,ELA,8,All,12,19
Yakima County,Mount Adams School District,SBA,ELA,11,All,26,47.2
Yakima County,Mount Adams School District,SBA,MATH,3,All,29,34.9
Yakima County,Mount Adams School District,SBA,MATH,4,All,20,26.3
Yakima County,Mount Adams School District,SBA,MATH,5,All,17,21.2
Yakima County,Mount Adams School District,SBA,MATH,6,All,12,16.4
Yakima County,Mount Adams School District,SBA,MATH,7,All,,
Yakima County,Mount Adams School District,SBA,MATH,8,All,7,11.1
Yakima County,Mount Adams School District,SBA,MATH,11,All,,
Yakima County,Mount Adams School District,AIM,ELA,3,All,,
Yakima County,Mount Adams School District,AIM,ELA,4,All,,
Yakima County,Mount Adams School District,AIM,ELA,11,All,,
Yakima County,Mount Adams School District,AIM,Math,3,All,,
Yakima County,Mount Adams School District,AIM,Math,11,All,,
Yakima County,Mount Adams School District,EOC,Biology,10,All,10,19.2
Yakima County,Mount Adams School District,MSP,Science,5,All,23,28.3
Yakima County,Mount Adams School District,MSP,Science,8,All,11,17.4
Whatcom County,Mount Baker School District,SBA,ELA,3,All,56,38.3
Whatcom County,Mount Baker School District,SBA,ELA,4,All,64,41.5
Whatcom County,Mount Baker School District,SBA,ELA,5,All,55,43.6
Whatcom County,Mount Baker School District,SBA,ELA,6,All,83,50
Whatcom County,Mount Baker School District,SBA,ELA,7,All,82,57.3
Whatcom County,Mount Baker School District,SBA,ELA,8,All,78,53.7
Whatcom County,Mount Baker School District,SBA,ELA,11,All,,
Whatcom County,Mount Baker School District,SBA,MATH,3,All,42,28.9
Whatcom County,Mount Baker School District,SBA,MATH,4,All,47,30.9
Whatcom County,Mount Baker School District,SBA,MATH,5,All,31,25
Whatcom County,Mount Baker School District,SBA,MATH,6,All,53,31.9
Whatcom County,Mount Baker School District,SBA,MATH,7,All,59,40.9
Whatcom County,Mount Baker School District,SBA,MATH,8,All,66,45.5
Whatcom County,Mount Baker School District,SBA,MATH,11,All,25,21.9
Whatcom County,Mount Baker School District,AIM,ELA,3,All,,
Whatcom County,Mount Baker School District,AIM,ELA,4,All,,
Whatcom County,Mount Baker School District,AIM,ELA,6,All,,
Whatcom County,Mount Baker School District,AIM,ELA,8,All,,
Whatcom County,Mount Baker School District,AIM,Math,3,All,,
Whatcom County,Mount Baker School District,AIM,Math,4,All,,
Whatcom County,Mount Baker School District,AIM,Math,6,All,,
Whatcom County,Mount Baker School District,AIM,Math,8,All,,
Whatcom County,Mount Baker School District,AIM,Science,8,All,,
Whatcom County,Mount Baker School District,EOC,Biology,10,All,113,75.3
Whatcom County,Mount Baker School District,MSP,Science,5,All,72,58
Whatcom County,Mount Baker School District,MSP,Science,8,All,87,60
Skagit County,Mount Vernon School District,SBA,ELA,3,All,221,44.4
Skagit County,Mount Vernon School District,SBA,ELA,4,All,227,43.7
Skagit County,Mount Vernon School District,SBA,ELA,5,All,176,40.2
